"-Not Set-","HRLY","0.17"
"-Not Set-","FLAT","1"
"100205580","HRLY","9"
"100240242","HRLY","0.08"
"101110561","HRLY","0.08"
"105142963","HRLY","13"
"105142963","FLAT","15"
